Transaction Date,Post Date,Description,Category,Type,Amount,Memo
06/10/2021,06/13/2021,THE HOME DEPOT 2607,Home,Sale,-10.59,
06/12/2021,06/13/2021,AUBUCHON HARDWARE,Shopping,Sale,-24.48,
06/10/2021,06/13/2021,PRICE CHOPPER #162,Groceries,Sale,-18.56,
06/11/2021,06/13/2021,TST* NAN S RUSTIC KITCHEN,Food & Drink,Sale,-16.61,
06/11/2021,06/11/2021,Payment Thank You - Bill,,Payment,2702.86,
06/09/2021,06/10/2021,DIY HOME CENTER.COM,Home,Sale,-153.88,
06/10/2021,06/10/2021,Microsoft*OneDrive Standa,Entertainment,Sale,-1.99,
06/07/2021,06/09/2021,THE HOME DEPOT #2607,Home,Sale,-362.75,
06/07/2021,06/09/2021,SHAWS OSCO 2584,Groceries,Sale,-21.42,
06/06/2021,06/08/2021,SHAWS OSCO 2584,Groceries,Sale,-21.70,
06/06/2021,06/08/2021,EXXONMOBIL    97442933,Gas,Sale,-51.00,
06/06/2021,06/07/2021,JOANN STORES #472,Shopping,Return,8.97,
06/06/2021,06/07/2021,JOANN STORES #472,Shopping,Sale,-9.37,
06/06/2021,06/07/2021,PAYPAL *DEPALOCOFFE,Groceries,Sale,-79.90,
06/04/2021,06/07/2021,OKI POKE,Food & Drink,Sale,-46.38,
06/04/2021,06/06/2021,JOANN STORES #472,Shopping,Sale,-23.96,
06/04/2021,06/06/2021,AUBUCHON HARDWARE,Home,Sale,-86.82,
06/04/2021,06/06/2021,WHOLEFDS WSF#10620,Groceries,Sale,-96.48,
06/04/2021,06/06/2021,PHILLIPS 66 - 421 GAS,Gas,Sale,-94.21,
06/03/2021,06/04/2021,Wikimedia 877 600 9454,Gifts & Donations,Sale,-5.35,
06/02/2021,06/04/2021,EXXONMOBIL    97437743,Gas,Sale,-50.91,
06/02/2021,06/04/2021,SHAWS OSCO 2584,Groceries,Sale,-10.04,
05/29/2021,06/04/2021,UPTON TEA IMPORTS,Groceries,Sale,-111.00,
06/02/2021,06/03/2021,STP&amp;SHPFUEL0489,Gas,Sale,-31.94,
06/02/2021,06/03/2021,SQ *YIASOU YEEROS,Food & Drink,Sale,-19.44,
06/01/2021,06/01/2021,AMZN Mktp US*2R0G11SR2,Shopping,Sale,-18.51,
05/30/2021,06/01/2021,SHAWS OSCO 2584,Groceries,Sale,-272.52,
05/31/2021,06/01/2021,SQ *ERIKSONS DAIRY INC.,Food & Drink,Sale,-11.60,
05/30/2021,05/31/2021,LOWES #02375*,Home,Sale,-1113.79,
05/30/2021,05/31/2021,STP&amp;SHPFUEL0489,Gas,Sale,-26.20,
05/28/2021,05/30/2021,EVVIVA TRATTORIA MAYNARD,Food & Drink,Sale,-61.17,
05/26/2021,05/28/2021,SHAWS OSCO 2584,Groceries,Sale,-54.81,
05/27/2021,05/28/2021,GULF OIL 92063782,Gas,Sale,-32.59,
05/26/2021,05/27/2021,AMZN Mktp US*2R3VC4GW0,Shopping,Sale,-360.19,
05/25/2021,05/26/2021,TST* NAN S RUSTIC KITCHEN,Food & Drink,Sale,-58.87,
05/25/2021,05/26/2021,INNOVATIONS HAIR SAL,Personal,Sale,-66.00,
05/24/2021,05/25/2021,AMZN Mktp US*2R92Z86L1,Shopping,Sale,-24.35,
05/23/2021,05/25/2021,SHAWS OSCO 2584,Groceries,Sale,-58.72,
05/22/2021,05/24/2021,GRABULL INC,Food & Drink,Sale,-26.51,
05/22/2021,05/24/2021,QMENU INC,Shopping,Sale,-13.96,
05/22/2021,05/23/2021,MAYNARD OUTDOOR STORE INC,Shopping,Sale,-303.43,
05/21/2021,05/23/2021,GIGI'S RESTAURANT,Food & Drink,Sale,-63.80,
05/21/2021,05/23/2021,GULF OIL 92033926,Gas,Sale,-15.60,
05/22/2021,05/23/2021,AUBUCHON HARDWARE,Home,Sale,-9.01,
05/20/2021,05/21/2021,Amazon.com*2R59U8G51,Shopping,Sale,-20.22,
05/20/2021,05/21/2021,PIZZERIA REGINA MARLBORO,Food & Drink,Sale,-16.90,
05/19/2021,05/21/2021,OKI POKE,Food & Drink,Sale,-44.24,
05/20/2021,05/21/2021,AMZN Mktp US*2L6C03YI2,Shopping,Sale,-51.21,
05/21/2021,05/21/2021,SQ *SMALL FARM  INC,Groceries,Sale,-18.38,
05/18/2021,05/20/2021,SHAWS OSCO 2584,Groceries,Sale,-32.63,
05/17/2021,05/19/2021,SHAWS OSCO 2584,Groceries,Sale,-47.47,
05/18/2021,05/19/2021,DUNKIN #338096 Q35,Food & Drink,Sale,-35.47,
05/18/2021,05/19/2021,AUBUCHON HARDWARE,Home,Sale,-7.43,
05/17/2021,05/18/2021,INTUIT *TURBOTAX,Shopping,Sale,-26.56,
05/17/2021,05/18/2021,AMZN Mktp US*2L4T37SY2,Shopping,Sale,-104.17,
05/17/2021,05/18/2021,AMZN Mktp US*2L9U749B0,Shopping,Sale,-36.58,
05/14/2021,05/17/2021,OKI POKE,Food & Drink,Sale,-42.10,
05/16/2021,05/17/2021,AMZN Mktp US*2L9Y54KE0,Shopping,Sale,-16.43,
05/14/2021,05/16/2021,AMZN Mktp US*2L6PB0MV2,Shopping,Sale,-48.30,
05/14/2021,05/16/2021,WHOLEFDS WSF#10620,Groceries,Sale,-99.58,
05/15/2021,05/16/2021,RED GINGER,Food & Drink,Sale,-17.48,
05/13/2021,05/14/2021,WNYC WQXR NJPR NYPR RADIO,Gifts & Donations,Sale,-5.00,
05/12/2021,05/14/2021,OKI POKE,Food & Drink,Sale,-18.46,
05/13/2021,05/14/2021,PAYPAL *DEPALOCOFFE,Groceries,Sale,-73.90,
05/12/2021,05/14/2021,MARSHALLS #1199,Shopping,Return,25.99,
05/12/2021,05/14/2021,EXXONMOBIL    97442933,Gas,Sale,-46.95,
05/12/2021,05/13/2021,LinkedIn 6399796233,Bills & Utilities,Sale,-31.86,
05/12/2021,05/13/2021,MARSHALLS #1199,Shopping,Sale,-5.30,
05/11/2021,05/13/2021,MARSHALLS #1199,Shopping,Return,56.97,
05/12/2021,05/13/2021,BUENO Y SANO,Food & Drink,Sale,-20.59,
05/11/2021,05/13/2021,SHAWS OSCO 2584,Groceries,Sale,-38.09,
05/11/2021,05/12/2021,MARSHALLS #1199,Shopping,Sale,-80.96,
05/11/2021,05/11/2021,Payment Thank You - Bill,,Payment,3610.50,
05/09/2021,05/11/2021,SHAWS OSCO 2584,Groceries,Sale,-77.72,
05/09/2021,05/11/2021,SHAWS OSCO 2584,Groceries,Sale,-35.13,
05/09/2021,05/11/2021,SHAWS OSCO 2584,Groceries,Sale,-7.43,
05/09/2021,05/11/2021,SHELL OIL 57544283005,Gas,Sale,-44.89,
05/09/2021,05/10/2021,JOANN STORES #472,Shopping,Sale,-20.17,
05/09/2021,05/10/2021,MARSHALLS #1199,Shopping,Sale,-56.97,
05/10/2021,05/10/2021,MICROSOFT*ONEDRIVE STANDA,Bills & Utilities,Sale,-1.99,
05/08/2021,05/09/2021,STOW GARDEN CENTER,Home,Sale,-67.98,
05/07/2021,05/09/2021,CVS/PHARMACY #00706,Health & Wellness,Sale,-54.44,
05/07/2021,05/09/2021,STP&amp;SHPFUEL0489,Gas,Sale,-26.85,
05/06/2021,05/07/2021,CHEESECAKE NATICK,Food & Drink,Sale,-28.73,
05/05/2021,05/07/2021,SHAWS OSCO 2584,Groceries,Sale,-54.47,
05/05/2021,05/06/2021,WHOLEFDS HGM 10159,Groceries,Sale,-93.25,
05/04/2021,05/06/2021,AMZN Mktp US*462YL9NC3,Shopping,Sale,-64.79,
05/04/2021,05/06/2021,OKI POKE,Food & Drink,Sale,-44.24,
05/02/2021,05/05/2021,MACYS   .COM,Shopping,Return,45.00,
05/02/2021,05/04/2021,SHAWS OSCO 2584,Groceries,Sale,-46.03,
05/03/2021,05/04/2021,Wikimedia 877 600 9454,Gifts & Donations,Sale,-5.35,
04/30/2021,05/02/2021,SHAWS OSCO 2584,Groceries,Sale,-14.81,
04/30/2021,05/02/2021,ACE HARDWARE CORPORATION,Home,Sale,-13.80,
05/01/2021,05/02/2021,MCDONALD'S F10096,Food & Drink,Sale,-18.99,
04/29/2021,05/02/2021,SHAWS OSCO 2584,Groceries,Sale,-48.60,
05/01/2021,05/02/2021,EVVIVA TRATTORIA MAYNARD,Food & Drink,Sale,-40.30,
04/28/2021,04/30/2021,OKI POKE,Food & Drink,Sale,-44.24,
04/28/2021,04/29/2021,AUBUCHON HARDWARE,Home,Sale,-38.73,
04/28/2021,04/29/2021,WHOLEFDS WSF#10620,Groceries,Sale,-61.85,
04/26/2021,04/27/2021,AMZN Mktp US*7T2U81Y93,Shopping,Sale,-52.59,
04/27/2021,04/27/2021,AMZN Mktp US*2D0RG1O73,Shopping,Sale,-152.06,
04/26/2021,04/27/2021,Amazon.com*WZ82D9BS3,Shopping,Sale,-296.44,
04/26/2021,04/27/2021,SMACK NOODLE,Food & Drink,Sale,-26.96,
04/25/2021,04/27/2021,GRABULL INC,Food & Drink,Sale,-23.08,
04/26/2021,04/27/2021,AMZN Mktp US*LH3UB9JA3,Shopping,Sale,-58.43,
04/25/2021,04/26/2021,#2509-981D  ROASTED PE,Groceries,Sale,-11.69,
04/26/2021,04/26/2021,Amazon.com*PJ6O94R03,Shopping,Sale,-32.20,
04/25/2021,04/26/2021,AMZN Mktp US*829GA4VG3,Shopping,Sale,-68.03,
04/23/2021,04/25/2021,PAYPAL *STOWCONSERV,Gifts & Donations,Sale,-100.00,
04/23/2021,04/25/2021,SHAWS OSCO 2584,Groceries,Sale,-74.45,
04/20/2021,04/23/2021,MACYS   .COM,Shopping,Return,48.65,
04/20/2021,04/22/2021,STAPLES       00115253,Shopping,Sale,-6.35,
04/20/2021,04/22/2021,STAPLES       00115253,Shopping,Sale,-35.94,
04/20/2021,04/22/2021,THE HOME DEPOT 2607,Home,Sale,-34.00,
04/20/2021,04/22/2021,OKI POKE,Food & Drink,Sale,-53.24,
04/21/2021,04/22/2021,TST* NAN S RUSTIC KITCHEN,Food & Drink,Sale,-76.22,
04/20/2021,04/21/2021,CVS/PHARMACY #00973,Health & Wellness,Sale,-27.08,
04/20/2021,04/21/2021,SQ *SMALL FARM  INC,Groceries,Sale,-53.00,
04/18/2021,04/20/2021,SHELL OIL 57544283005,Gas,Sale,-40.94,
04/17/2021,04/19/2021,THE HOME DEPOT 2607,Home,Sale,-16.32,
04/18/2021,04/19/2021,TST* FIREFLY S BBQ - RT 2,Food & Drink,Sale,-148.26,
04/18/2021,04/19/2021,SQ *MARBEN ROSE LLC,Food & Drink,Sale,-6.09,
04/15/2021,04/18/2021,OKI POKE,Food & Drink,Sale,-44.24,
04/16/2021,04/16/2021,Payment Thank You - Bill,,Payment,4000.00,
04/15/2021,04/16/2021,WHOLEFDS WSF#10620,Groceries,Sale,-55.35,
04/13/2021,04/15/2021,WNYC/WQXR/NJPR/NYPR RADIO,Gifts & Donations,Sale,-5.00,
04/13/2021,04/14/2021,STOP &amp; SHOP 0460,Groceries,Sale,-23.05,
04/14/2021,04/14/2021,LANDS END,Shopping,Sale,-26.97,
04/13/2021,04/14/2021,INNOVATIONS HAIR SAL,Personal,Sale,-66.00,
04/13/2021,04/14/2021,GEICO  *AUTO,Bills & Utilities,Sale,-415.94,
04/12/2021,04/13/2021,LINKEDIN-630*6428803,Bills & Utilities,Sale,-31.86,
04/12/2021,04/12/2021,Payment Thank You - Bill,,Payment,2857.78,
04/11/2021,04/12/2021,WHOLEFDS WSF#10620,Groceries,Sale,-343.62,
04/10/2021,04/12/2021,GRABULL INC,Food & Drink,Sale,-43.89,
04/11/2021,04/12/2021,Prime Video*K41MS51O3,Shopping,Sale,-19.99,
04/11/2021,04/12/2021,Prime Video,Shopping,Return,19.99,
04/10/2021,04/12/2021,SMACK NOODLE,Food & Drink,Sale,-26.45,
04/09/2021,04/11/2021,EXXONMOBIL    97442933,Gas,Sale,-78.35,
04/08/2021,04/11/2021,OKI POKE,Food & Drink,Sale,-56.38,
04/08/2021,04/11/2021,LOWES #02375*,Home,Sale,-173.93,
04/09/2021,04/11/2021,IDYLWILDE FARMS INC,Groceries,Sale,-24.37,
04/10/2021,04/11/2021,Microsoft*OneDrive Standa,Bills & Utilities,Sale,-1.99,
04/09/2021,04/11/2021,HAMPTON BEACH STATE PK,Bills & Utilities,Sale,-2.00,
04/08/2021,04/11/2021,LOWES #02375*,Home,Sale,-129.48,
04/09/2021,04/09/2021,Payment Thank You - Bill,,Payment,100.00,
04/06/2021,04/09/2021,MACYS   .COM,Shopping,Return,103.39,
04/07/2021,04/09/2021,KARMA WESTFORD,Food & Drink,Sale,-119.86,
04/07/2021,04/08/2021,CVS/PHARMACY #01121,Health & Wellness,Sale,-59.64,
04/06/2021,04/08/2021,LOBSTER COVE,Food & Drink,Sale,-101.80,
04/05/2021,04/07/2021,MACYS   .COM,Shopping,Sale,-89.75,
04/06/2021,04/07/2021,WHOLEFDS WSF#10620,Groceries,Sale,-42.88,
04/05/2021,04/07/2021,OKI POKE,Food & Drink,Sale,-50.10,
04/06/2021,04/07/2021,Wikimedia 877 600 9454,Gifts & Donations,Sale,-5.35,
04/03/2021,04/07/2021,MARLBOROUGH NISSAN,Automotive,Sale,-285.34,
04/05/2021,04/07/2021,JP PARK WAYSIDE VDYKES,Home,Sale,-35.52,
04/06/2021,04/07/2021,PERKINS COVE LOBSTER SHA,Food & Drink,Sale,-59.68,
04/05/2021,04/06/2021,TDF WWW.TDF.IO/DONATE,Professional Services,Sale,-20.00,
04/05/2021,04/06/2021,MACYS   .COM,Shopping,Sale,-37.59,
04/03/2021,04/05/2021,THE HOME DEPOT 2607,Home,Sale,-146.37,
04/03/2021,04/04/2021,MACYS   .COM,Shopping,Sale,-97.21,
04/02/2021,04/04/2021,EXXONMOBIL    97457535,Gas,Sale,-59.61,
04/02/2021,04/04/2021,PAYPAL *DEPALOCOFFE,Groceries,Sale,-71.90,
04/02/2021,04/04/2021,AMZN Mktp US*H04BE0F83,Shopping,Sale,-3.71,
04/03/2021,04/04/2021,MACYS   .COM,Shopping,Sale,-59.50,
04/02/2021,04/04/2021,SHAWS OSCO 2584,Groceries,Sale,-90.91,
04/02/2021,04/04/2021,EXXONMOBIL    97442933,Gas,Sale,-36.39,
04/02/2021,04/04/2021,AMZN Mktp US*R851Q9QX3,Shopping,Sale,-19.11,
04/02/2021,04/04/2021,BENEVITY DONATIONS,Gifts & Donations,Sale,-100.00,
04/01/2021,04/02/2021,AMZN Mktp US*N790V2I13,Shopping,Sale,-109.65,
04/01/2021,04/02/2021,LLBEAN-DIRECT,Shopping,Sale,-54.95,
04/01/2021,04/02/2021,HAWKINS COVE,Bills & Utilities,Sale,-2115.89,
04/01/2021,04/02/2021,LLBEAN-DIRECT,Shopping,Sale,-54.95,
03/30/2021,04/01/2021,SHAWS OSCO 2584,Groceries,Sale,-49.39,
03/31/2021,04/01/2021,USPS PO 2479390775,Shopping,Sale,-15.65,
03/31/2021,04/01/2021,TWIN SEAFOOD,Groceries,Sale,-126.31,
03/30/2021,03/31/2021,AMZN Mktp US*U99UY7PU3,Shopping,Sale,-20.18,
03/30/2021,03/31/2021,WHOLEFDS WSF#10620,Groceries,Sale,-57.03,
03/27/2021,03/28/2021,PANERA BREAD #203426 K,Food & Drink,Sale,-16.97,
03/25/2021,03/28/2021,EXXONMOBIL    97495402,Gas,Sale,-35.30,
03/26/2021,03/28/2021,DIWAN RESTAURANT,Food & Drink,Sale,-20.64,
03/25/2021,03/28/2021,T.C. LANDO'S SUB'S &amp; PIZZ,Food & Drink,Sale,-26.78,
03/26/2021,03/26/2021,LANDS END,Shopping,Return,41.02,
03/25/2021,03/26/2021,ALPER'S TV HARDWARE,Home,Sale,-47.78,
03/24/2021,03/26/2021,SHAWS OSCO 2584,Groceries,Sale,-175.20,
03/24/2021,03/25/2021,LOWES #02375*,Home,Sale,-103.66,
03/23/2021,03/25/2021,SHAWS OSCO 2584,Groceries,Sale,-86.82,
03/22/2021,03/23/2021,HELENS RESTAURANT,Food & Drink,Sale,-68.41,
03/20/2021,03/22/2021,GIGI'S RESTAURANT,Food & Drink,Sale,-61.80,
03/21/2021,03/22/2021,LOWES #02375*,Home,Sale,-281.37,
03/18/2021,03/21/2021,OKI POKE,Food & Drink,Sale,-52.24,
03/19/2021,03/21/2021,MACYS   .COM,Shopping,Sale,-35.70,
03/18/2021,03/19/2021,IN *JUNIPER HILL WATER CO,Bills & Utilities,Sale,-500.00,
03/18/2021,03/19/2021,MACYS   .COM,Shopping,Sale,-18.05,
03/18/2021,03/19/2021,WHOLEFDS WSF#10620,Groceries,Sale,-14.00,
03/18/2021,03/19/2021,MACYS   .COM,Shopping,Sale,-31.99,
03/18/2021,03/19/2021,WHOLEFDS WSF#10620,Groceries,Sale,-54.97,
03/18/2021,03/19/2021,MACYS   .COM,Shopping,Sale,-35.70,
03/16/2021,03/18/2021,HOMEDEPOT.COM,Home,Sale,-132.81,
03/17/2021,03/18/2021,ECOMPANYSTORE,Shopping,Sale,-53.13,
03/16/2021,03/18/2021,SHAWS OSCO 2584,Groceries,Sale,-61.91,
03/16/2021,03/17/2021,LLBEAN-DIRECT,Shopping,Sale,-54.95,
03/16/2021,03/17/2021,SAGER ANIMAL HOSPITAL INC,Personal,Sale,-108.54,
03/15/2021,03/17/2021,EXXONMOBIL    97442933,Gas,Sale,-29.43,
03/14/2021,03/16/2021,SHAWS OSCO 2584,Groceries,Sale,-41.37,
03/14/2021,03/15/2021,AUBUCHON HARDWARE,Home,Sale,-17.39,
03/13/2021,03/15/2021,TWIN SEAFOOD,Groceries,Sale,-91.15,
03/13/2021,03/15/2021,WNYC/WQXR/NJPR/NYPR RADIO,Gifts & Donations,Sale,-5.00,
03/11/2021,03/14/2021,SHAWS OSCO 2584,Groceries,Sale,-150.95,
03/13/2021,03/14/2021,STP&amp;SHPFUEL0489,Gas,Sale,-30.09,
03/13/2021,03/14/2021,STOP &amp; SHOP 0546,Groceries,Sale,-11.79,
03/13/2021,03/14/2021,STP&amp;SHPFUEL0489,Gas,Sale,-42.59,
03/12/2021,03/14/2021,USPS PO 2479390775,Shopping,Sale,-7.95,
03/12/2021,03/14/2021,Steam Purchase,Entertainment,Sale,-21.24,
03/12/2021,03/14/2021,LINKEDIN-620*9554213,Bills & Utilities,Sale,-31.86,
03/11/2021,03/12/2021,LLBEAN-DIRECT,Shopping,Sale,-94.94,
03/11/2021,03/11/2021,Payment Thank You - Bill,,Payment,4172.72,
03/10/2021,03/11/2021,Microsoft*OneDrive Standa,Bills & Utilities,Sale,-1.99,
03/09/2021,03/10/2021,EVVIVA TRATTORIA MAYNARD,Food & Drink,Sale,-65.17,
03/09/2021,03/10/2021,110 GRILL MAYNARD,Food & Drink,Sale,-21.98,
03/09/2021,03/09/2021,TARGET.COM  *,Shopping,Sale,-100.00,
03/06/2021,03/08/2021,SHAWS OSCO 2584,Groceries,Sale,-64.17,
03/04/2021,03/07/2021,1 800 PETMEDS,Personal,Sale,-45.97,
03/06/2021,03/07/2021,AUBUCHON HARDWARE,Home,Sale,-16.99,
03/06/2021,03/07/2021,RED GINGER,Food & Drink,Sale,-57.92,
03/03/2021,03/05/2021,BURGER KING #3502  Q07,Food & Drink,Sale,-20.83,
03/03/2021,03/05/2021,EXXONMOBIL    98708092,Gas,Sale,-24.32,
03/04/2021,03/05/2021,AMZN Mktp US*G315S0UK3,Shopping,Sale,-74.26,
03/02/2021,03/04/2021,SHAWS OSCO 2584,Groceries,Sale,-171.14,
03/03/2021,03/04/2021,Monthly donation to Wikim,Gifts & Donations,Sale,-5.35,
03/02/2021,03/03/2021,STOP &amp; SHOP 0546,Groceries,Sale,-8.90,
03/02/2021,03/03/2021,AMZN Mktp US*KL4R40IW3,Shopping,Sale,-29.75,
03/02/2021,03/03/2021,STOP &amp; SHOP 0546,Groceries,Sale,-20.66,
03/02/2021,03/03/2021,INNOVATIONS HAIR SAL,Personal,Sale,-76.00,
02/28/2021,03/02/2021,EXXONMOBIL    99560534,Gas,Sale,-40.50,
02/27/2021,03/01/2021,INTERNET CHESS CLUB  INC.,Gifts & Donations,Sale,-49.45,
02/27/2021,03/01/2021,SHAWS OSCO 2584,Groceries,Sale,-79.48,
02/27/2021,03/01/2021,SHAWS OSCO 2584,Groceries,Sale,-72.71,
02/28/2021,03/01/2021,STOP &amp; SHOP 0546,Groceries,Sale,-9.48,
02/28/2021,03/01/2021,RESTAURANT YAMAGUCHI,Food & Drink,Sale,-51.06,
